smiles,Respiratory toxicity,group
COc1ccc(CCN2CCN(c3cccc(C)c3)CC2)cc1OC,1,training
CC(C)CN(CC(=O)NN)CC(C)C,1,training
c1ccc(N2CCN(CCc3ccccn3)CC2)cc1,1,training
Clc1ccccc1N1CCN(CCc2ccccn2)CC1,1,training
c1ccc(N2CCN(CCc3ccncc3)CC2)cc1,1,training
CCOc1ccccc1N1CCN(CCc2ccncc2)CC1,1,training
O=C(OCCF)C(c1ccccc1)c1ccccc1,1,training
COc1ccc(CCNc2c3c(nc4ccccc24)CCCC3)cc1OC,1,training
Nc1ccc(S(=O)(=O)Nc2scc[n+]2[O-])cc1,1,training
C[C@@]12C=C[C@H](C1)[C@@H]1C(=O)OC(=O)[C@@H]12,1,training
O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(CN(c2ccccc2)c2ccccc2)s1,1,training
CCC[C@@H](O)N(CN(CCCC(=O)O)C(=O)c1ccccc1)C1=NCCN1,1,training
Cc1ccc(S)c(Nc2cc(Cl)nc(Cl)n2)n1,1,training
O=C(C1=NN(c2nncs2)C(C(=O)c2ccccc2)=NN1c1nncs1)c1ccccc1,1,training
Cc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(C)s3)N=C2C(=O)c2ccccc2)s1,1,training
CN(C)/C=C1\C(=O)Nc2ccccc2N=C1N(C)C,1,training
COc1ccc(CN(CCN(C)C)c2ncnc3ccccc23)cc1,1,training
CN(CCNCc1cc(C(C)(C)C)cc(Br)c1O)CCNC(=O)c1nc(Cl)c(N)nc1N,1,training
O.O.O.Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314.Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,1,training
CN1CSC(=S)N(C)C1,1,training
CCCCN(CCCC)C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1,training
COC(=O)CC(=O)CCl,1,training
CNC(=O)N1N=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2CC1C)OCO3,1,training
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,training
CSc1nc(N)cc(Nc2nc(C)ccc2S)n1,1,training
CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1,training
CCOC(=O)CC(=O)CCl,1,training
O=C(/C=N/N1CCOC1=O)c1ccc([N+](=O)[O-])o1,1,training
C[C@@H]1CCCCN1Cc1c[nH]c2ccccc12,1,training
COc1ccc(CC(=O)OCCF)cc1,1,training
NC(=O)c1cccs1,1,training
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN1CCOCC1,1,training
CN(C)C1=CC=c2oc(-c3ccccc3)nc2=CC1,1,training
O=C1C=C(I)C(=O)C(I)=C1,1,training
CN1CCCCN(C)C1=S,1,training
COc1ccccc1N1CCN(CC(OC)c2cccnc2)CC1,1,training
CCN1C(c2ccncc2)=NCC1c1ccccc1,1,training
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,1,training
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1,training
CCCC1(CCC)CN(CC(C)N2C(=O)N(c3ccc(Cl)cc3)CC2C)C1,1,training
CC(CN1CC(C)(C)C1)N1C(=O)N(c2cccc(Cl)c2)CC1C,1,training
CC(C)(C)C1(O)CCN(CC2c3ccccc3CCc3ccccc32)CC1,1,training
O=C1c2ccccc2C(=O)C1(O)O,1,training
COc1c(O)ccc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2,1,training
CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1,1,training
O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,1,training
O=C(O)C(=O)C(Br)Br,1,training
c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,1,training
COc1ccc(CCN2CCN(c3ccccc3Br)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccccc3N)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccc(Cl)cc3)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccccc3F)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccc(C)cc3C)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccc(Cl)cc3Cl)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccccc3[N+](=O)[O-])CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccccc3NC(C)=O)CC2)cc1OC,1,training
COc1ccc(N2CCN(CC(O)c3cccnc3)CC2)cc1,1,training
CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,1,training
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1,training
O=C(O)C(=O)CBr,1,training
O=C(CCl)CC(=O)Nc1ccccc1,1,training
C/C=C1/C[N+]2(C)CC[C@@]34c5ccccc5N[C@]32[C@@H](O)C[C@@H]1[C@]4(CO)C(=O)OC,1,training
CCCCCN(CCCCC)CC(=O)OCC,1,training
CCCC1Cc2c(n(CCc3ccc(C)nc3)c3ccccc23)CN1,1,training
Nc1c2ccccc2nc2ccccc12,1,training
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,1,training
COc1ccccc1N1CCN(CCc2cccnc2)CC1,1,training
c1ccc2c(CN3CCCC3)c[nH]c2c1,1,training
C[C@@H](O)C[C@@H](O)Cc1ccoc1,1,training
O=C(O)CBr,1,training
COC(F)=C(C(F)(F)F)C(F)(F)F,1,training
Cc1cc(O)c(C)c(C)c1O,1,training
Cc1nc2cccnc2c(=O)n1-c1ccc(Cl)cc1Cl,1,training
O=C(/C=N/N1CC(CN2CCOCC2)OC1=O)c1ccc([N+](=O)[O-])o1,1,training
COc1cc2c(cc1OC)CN1CCc3cc(OC)c(OC)cc3[C@H]1C2,1,training
O=C(/C=C/Cl)c1ccc(-c2ccccc2)cc1,1,training
O=C1C[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1c1ccccc1,1,training
OCc1cccc2cc(Oc3cccc4cccnc34)c(O)cc12,1,training
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1,training
COC(=O)[C@H]1[C@@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,training
O=C1NC(=S)S/C1=C/c1ccccc1,1,training
COc1ccccc1N1CCN(CCc2ccccn2)CC1,1,training
Brc1ccccc1N1CCN(CCc2ccncc2)CC1,1,training
C=CCN1CCC[C@H]1c1cccnc1,1,training
Cc1cc(O)c(C(C)C)cc1SC#N,1,training
CCN(CC)CCN(Cc1ccccc1)c1nccc(C)n1,1,training
C#CCOc1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,1,training
O=C(Oc1cccc2cccnc12)c1ccccc1O,1,training
CCCN1C(c2ccncc2)=NCC1c1ccccc1,1,training
C[C@H]1CC[C@H]2CN(C3CCCCC3)C[C@H]2C1,1,training
O=C(CCN1CCCCC1)N1C=CN(C(O)(Cc2ccccc2)N2CCCCC2)CC1,1,training
C1CCc2nnnn2CC1,1,training
O=C1CN(c2ncc([N+](=O)[O-])s2)C(=O)N1,1,training
CN(C)c1ccc(SC#N)cc1,1,training
CCC(=O)/C=C/Cl,1,training
CN(C)CCCN1c2cc(O)ccc2Sc2cc(O)c(Cl)cc21,1,training
O=C=Nc1ccccc1,1,training
COc1ccc(CCN2CCN(c3ccccc3O)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3cc(Cl)ccc3Cl)CC2)cc1OC,1,training
c1ccc2c(N3CCOCC3)c3c(nc2c1)CCCCC3,1,training
CCCC1(CCC)CN(CC(C)N2C(=O)N(c3cccc(Cl)c3)CC2C)C1,1,training
NS(=O)(=O)c1ccc(Cl)s1,1,training
CC(C)C(=O)/C=C/Cl,1,training
N#CCCCNCCC#N,1,training
COc1ccccc1N1CCN(CC(O)c2ccccn2)CC1,1,training
CC(C)(C)OC(=O)N1C(C(=O)ON2C(=O)CCC2=O)CSC1c1ccccc1,1,training
CC(C)(C)OC(=O)N1C(CO)CSC1c1ccccc1,1,training
CNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,1,training
C=CCN,1,training
NCCCN1c2cc(O)ccc2Sc2ccc(Cl)cc21,1,training
CC(C)=CCC(OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,1,training
O=C(/C=C/Cl)c1cccc2ccccc12,1,training
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,training
Cc1ccc(C)c(C(=O)/C=C/Cl)c1,1,training
C=CC#N,1,training
CNC(=O)CSP(=S)(OC)OC,1,training
CCOC(=O)CI,1,training
CC[Hg]CC,1,training
CCN(CCBr)Cc1ccc(Cl)cc1,1,training
Cc1cc(C)c(C(=O)/C=C/Cl)c(C)c1,1,training
CCn1nc(C(C)(C)C)c2c1-c1ccccc1C2(O)c1ccc(Cl)cc1,1,training
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1,training
CCCC(=O)/C=C/Cl,1,training
CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1,training
O=C(/C=C/Cl)c1ccc([N+](=O)[O-])cc1,1,training
COC(=O)C1=C(C)NC(C)=C(C(=O)OC[C@@H](C)O)[C@@H]1c1ccccc1[N+](=O)[O-],1,training
CCCCCN(CCCCC)CC(=O)NN,1,training
O=C(/C=C/Cl)c1ccc(I)cc1,1,training
CC(=O)O[C@@H]1C(=O)[C@]23C[C@@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H]4O[C@@H]4C(C)(C)[C@@]12O)[C@](C)(O)C3,1,training
CC1(C)O[C@@H]2[C@@H](O)C34C[C@H](CC[C@H]3[C@@](C)(O)[C@@H]3C[C@H](O)C(C)(C)C32O1)[C@](C)(O)C4,1,training
C/C(=N/CCc1ccccc1)N(C)C,1,training
C/C(=N/C(C)Cc1ccccc1)NC(C)Cc1ccccc1,1,training
CC(Cc1ccccc1)/N=C/N(C)C(C)Cc1ccccc1,1,training
C/C(=N/C(C)Cc1ccccc1)N(C)C,1,training
COc1ccc(CC/N=C(/C)N(C)C)cc1OC,1,training
CC(Cc1ccccc1)/N=C/NC(C)Cc1ccccc1,1,training
O=C(/C=C/Cl)c1ccc(Br)cc1,1,training
N#CC1(N2CCCC2)CCCCC1,1,training
CCCC#N,1,training
Cc1ccc(C(=O)/C=C/Cl)c(C)c1,1,training
CC[Hg]S[Hg]CC,1,training
CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,1,training
CNC(=S)c1ccccc1,1,training
Cc1ccc2c(n1)Nc1[nH]c(=O)nc(N)c1S2,1,training
CCCCC[Hg]S[Hg]CCCCC,1,training
CCC[Hg]S[Hg]CCC,1,training
N#CC1(NC2CCCCC2)CCCCC1,1,training
O=C(CI)OCCO,1,training
O=C(/C=C/Cl)c1ccc(Cl)cc1,1,training
C[C@H]1CC[C@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@@H]5CC[C@@]43C)N2C1,1,training
COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN(C)C,1,training
O=C1C=C2C=C[C@H]3C[C@@]2(O1)[C@H]1CCCCN31,1,training
C[Hg]S[Hg]C,1,training
C[C@@]1(O)CC(=O)c2c(cc3ccc(-c4c5c(c(O)c6c(O)cccc46)C(=O)C[C@](C)(O)C5)c(O)c3c2O)C1,1,training
CCc1ccc(C(=O)/C=C/Cl)cc1,1,training
OC[C@H]1O[C@@H](n2ccc3c(O)ncnc32)[C@H](O)[C@H]1O,1,training
Cc1ccc2c(n1)Nc1ncnc(N)c1S2,1,training
Cc1ccc(N2CCN(CC(O)c3cccnc3)CC2)cc1,1,training
CCCC[Hg]S[Hg]CCCC,1,training
CCC#N,1,training
COc1ccc(C(=O)/C=C/Cl)cc1,1,training
c1ccc([Hg]S[Hg]c2ccccc2)cc1,1,training
N#CC1(N2CCOCC2)CCCCC1,1,training
CC[C@@H](O)CN(CN(CCCC(=O)O)C(=O)c1ccccc1)C1=NCCN1,1,training
CCN(CC)Cc1c(OC)ccc2c(=O)c(C)c(-c3ccccc3)oc12,1,training
COc1cc(Nc2nc(C)ccc2S)nc(OC)n1,1,training
COC(=O)[C@@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)C[C@H](C)[C@@H](O)[C@]4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)C[C@H](C)[C@H]2O,1,training
CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@@H]23,1,training
CC(C)C#N,1,training
CC(=O)CCC(=O)c1ccoc1,1,training
O=C(/C=C/Cl)c1ccccc1,1,training
Cc1ccc(C(=O)/C=C/Cl)cc1,1,training
CCNC1(C#N)CCCCC1,1,training
N=C1NC(=O)/C(=C\C(=O)c2ccccc2)O1,1,training
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1,training
COc1ccc2c(c1OC)CC1c3c(cc4c(c3-2)OCO4)CCN1C,1,training
CC[C@H]1CN1c1nc(N2C[C@@H]2CC)nc(N2C[C@@H]2CC)n1,1,training
O=C(/C=C/Cl)c1ccc(F)cc1,1,training
CCN(CCO)CCCl,1,training
COc1ccc2c(c1OC)C(O)N1CCc3cc4c(cc3C1=C2)OCO4,1,training
CN(C)C1(C#N)CCCCC1,1,training
COC(=O)C1=C(C)NC(C)=C(C(=O)OC[C@@H](C)O)[C@H]1c1ccccc1[N+](=O)[O-],1,training
O=c1cc(O)c1=O,1,training
N#CSc1ccccc1,1,training
CC[C@H](O)C#N,1,training
CCOC(=O)CSC#N,1,training
CC1=CC(=O)C(C)=C(C)C1=O,1,training
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN(C)C,1,training
Cc1ccc(S)c(Nc2cc(=O)nc(N)[nH]2)n1,1,training
NCCSS(=O)(=O)O,1,training
COC(=O)C(C(F)(F)F)C(F)(F)F,1,training
COC(=O)C(=C(F)F)C(F)(F)F,1,training
Cn1c(=O)c2c(ncn2CCSC#N)n(C)c1=O,1,training
O=C1C=CC(=O)C(I)=C1,1,training
O=C(CI)NCCNC(=O)CI,1,training
C[C@@H](O)C#N,1,training
O=C(CI)NCC(O)CNC(=O)CI,1,training
N#CCC#N,1,training
CCOc1ccc(Cc2nc3cc(C(C)=O)ccc3n2CCN(CC)CC)cc1,1,training
CC(=O)C1=C(O)[C@@H]2[C@H]3c4c[nH]c5cccc(c45)C[C@@H]3C(C)(C)N2C1=O,1,training
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,1,training
CC(O)CCC(=O)c1ccoc1,1,training
O=C(CBr)C(=O)CBr,1,training
O=Cc1ccccc1,1,training
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],1,training
COc1cc(=O)oc(/C=C/C=C/C=C/C(C)=C/[C@]2(C)O[C@H](C)[C@](C)(O)[C@@H]2O)c1C,1,training
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1,training
CCOP(=O)(OCC)O[P@@](=O)(OCC)O[P@](=O)(OCC)OP(=O)(OCC)OCC,1,training
CC[C@H]1O[C@@H]2O[C@H](/C=C/C=C/C=C/c3oc(=O)cc(OC)c3C)[C@@H](O)[C@]2(C)[C@@]1(C)O,1,training
COP(=O)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,1,training
CC1(C)[C@H]2O[C@@H]2[C@@H]2[C@@]1(O)[C@H](O)C(=O)[C@]13C[C@@H](CC[C@@H]1[C@@]2(C)O)[C@](C)(O)C3,1,training
CN1CCC(CNC(=O)CCCCCCCCC(=O)NCC2(c3ccccc3)CCN(C)CC2)(c2ccccc2)CC1,1,training
NCc1cc(O)no1,1,training
CC(C)OP(=O)(F)OC(C)C,1,training
C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,1,training
CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,1,training
C/C=C\C(=O)C[C@@H]1CC[C@H](C)[C@@H](CC(=O)NC[C@H](O)[C@H](C)C(=O)NCCC[C@H]2O[C@@]3(CCC[C@@H](CC[C@H](C)/C=C(\C)[C@@H](C)O)O3)CC[C@@H]2C)O1,1,training
CO[C@H]1C[C@@H]2C=CC[C@@H](C[C@H](OC)[C@@]3(CO3)[C@@H](OC)C[C@@H](OC)[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@@H](C)CCC(=O)[C@H](C)[C@H](OC)[C@H](C)/C=C/N(C)C=O)OC(=O)C=CC(C)=C[C@@H]1O)O2,1,training
O=C1C=CC(=NCl)C=C1,1,training
C=CS(=O)(=O)COCS(=O)(=O)C=C,1,training
CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O,1,training
CC(C)(C)CCOP(C)(=O)F,1,training
CC1(C)[C@@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4C[C@@]3(C[C@@]4(C)O)[C@H](O)[C@@H](O)[C@@]21O,1,training
CO[C@H]1CC1(Cl)Cl,1,training
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,1,training
CCN(CCCl)Cc1ccc(Cl)cc1,1,training
CCN(CCF)Cc1cccc2ccccc12,1,training
CN(C)CCc1ccccc1Br,1,training
C=C(C=O)C[C@H]1C[C@@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@@]6(C)O[C@]7(C)CC[C@@H]8O[C@H]9C[C@@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)CC=C[C@H]4O[C@H]3C[C@H]2O1,1,training
CN(CCF)Cc1cccc2ccccc12,1,training
C=C(CO)CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)C/C=C\C4OC3CC2O1,1,training
CN(CCCl)Cc1cccc2ccccc12,1,training
CCN(CCCl)Cc1cccc2ccccc12,1,training
CCCO[C@@H]1CC1(Cl)Cl,1,training
CO[P@](=O)(O)ON1C(N)=NC[C@H]1CN(C)C,1,training
CCOc1ccc2c(c1)nnn2CCO,1,training
CN(CCBr)Cc1cccc2ccccc12,1,training
CCN(CCI)Cc1cccc2ccccc12,1,training
CCN(CCBr)Cc1cccc2ccccc12,1,training
COc1cc2nnn(CCO)c2cc1[N+](=O)[O-],1,training
C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3cccc(O)c3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N2)NC1=O,1,training
C[C@@H](O)CO,0,valid
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,valid
CC/[GeH]=N/O,0,valid
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,0,valid
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,0,valid
C=CCC(CC=C)c1ccc(OC)cc1,0,valid
Nc1nc(N)nc(-c2cc(Cl)c(O)cc2Cl)n1,0,valid
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0,valid
Cc1ccccc1OC[C@H](O)COC(=O)c1cccnc1,0,valid
Clc1ccc(N2N=NC[C@H]2c2ccncc2)cc1,0,valid
CCOC(=O)c1cc(C)c(N)c(C)c1,0,valid
CC(C)c1ccc([C@@]2(C)OC[C@@H](N(C=O)CO)O2)cc1,0,valid
CCC1(c2ccccc2)CCC(=O)N(CN2CCN(CN3C(=O)CCC(CC)(c4ccccc4)C3=O)CC2)C1=O,0,valid
COc1cc(C(=O)/N=c2/sc(S(N)(=O)=O)nn2C)cc(OC)c1OC,0,valid
CCCCOCC(COCCCC)OC(C)=O,0,valid
Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)c1ccccc1,0,valid
CCN(CC)[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0,valid
C[C@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,0,valid
Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)c1ccc(I)cc1,0,valid
COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c(OC)c1,0,valid
Cn1c(=O)c2c(nc(S)n2C)n(C)c1=O,0,valid
NC(=O)c1cccc(C(N)=O)c1,0,valid
COc1cccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c1OC,0,valid
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,0,valid
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,0,valid
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0,valid
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,0,valid
CN(C)Cc1oc(C(=O)O)cc(=O)c1O,0,valid
NC(=O)NC(=O)[C@]1(c2ccccc2)CCC(=O)O1,0,valid
Cc1ccccc1/N=C1/SCC(=O)N1CCCN1CCOCC1,0,valid
O=C(COc1ccc([N+](=O)[O-])cc1)N1CC1,0,valid
COC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)Nc4ccc(Cl)cc43)cc2)cc1,0,valid
CC1(C)C[C@@](C)(O)[P@](=O)(c2ccccc2)O1,0,valid
CCC[C@@H](C[C@H](C)OC(N)=O)OC(N)=O,0,valid
C=CC(=O)OCCCC,0,valid
CN(C)CCN,0,valid
CC[C@@H](C)OC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0,valid
COC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0,valid
CCCCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0,valid
CC[C@@H](C)OC(=O)/C=C/c1ccccc1S(N)(=O)=O,0,valid
C[C@@]1(c2ccc(Cl)cc2)O[C@@H](COC(N)=O)CS1,0,valid
COc1cc(OC)cc(OC[C@@H](O)CO)c1,0,valid
OCCc1ccccc1-c1ccccn1,0,valid
O=C1CC(c2ccc(OCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,valid
NS(=O)(=O)c1ccc(C(=O)c2ccc(S(N)(=O)=O)s2)s1,0,valid
O=C(c1ccccc1)c1ccccc1,0,valid
CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C2CCCCC2)cc1,0,valid
CCC[C@@H]1N2CCCC[C@@H]2[C@@H]2c3c(c4ccccc4n3C)CCN21,0,valid
CCSc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0,valid
NC(=O)NC(=O)NCCCc1ccccc1,0,valid
COC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)N(CN4CCOCC4)c4ccc(Cl)cc43)cc2)cc1,0,valid
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCCC1,0,valid
CC(C)c1ccc([C@@]2(C)O[C@@H](CO)CS2)cc1,0,valid
C[C@H](COC(=O)COc1ccc(Cl)cc1)N(C)C,0,valid
Cc1cccc(N2C[C@@H](CO)OC2=O)c1,0,valid
CCCOc1ccccc1OC[C@@H](O)CO,0,valid
O=c1nc(-c2cc(Cl)ccc2Cl)[nH]c(=O)[nH]1,0,valid
O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,0,valid
S=C1NCCCN1,0,valid
CCCC[C@@H]1C(=O)NC(=O)N(C2CCCCC2)C1=O,0,valid
Cc1ccccc1OCc1coc(=O)[nH]1,0,valid
COc1cc(C)nc(-n2nc(C)cc2OC)n1,0,valid
COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc1OC,0,valid
Cc1ccc(C(C)C)cc2c(C)ccc1-2,0,valid
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0,valid
CN1C(=O)C(=O)c2cc(Br)ccc21,0,valid
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccc(I)cc1,1,valid
O=C1CS/C(=N/c2ccccc2)N1CCCN1CCOCC1,1,valid
Cc1cc(-n2c(C)nc3ccc(Cl)cc3c2=O)on1,1,valid
CCc1nc2cc(C)ccc2c(=O)n1-c1cc(C)no1,1,valid
Cc1csc2nc3[nH]ncc3c(=S)n12,1,valid
Fc1ccc(-c2csc3nc4[nH]ncc4c(=S)n23)cc1,1,valid
CCn1nc(C(C)(C)C)c2c1-c1ccccc1C2(O)c1ccc(C)cc1,1,valid
CN(C)CCOc1ccnc(N)n1,1,valid
NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1,1,valid
COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc1,1,valid
c1ccc(-c2nncs2)cc1,1,valid
O=c1ccc(-c2ccccc2)nn1CCO,1,valid
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccccc1,1,valid
COc1ccc(/N=C(NO)/C(C)=N/N)cc1,1,valid
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1,valid
Cc1nc(N)nc(Nc2ccccc2)n1,1,valid
Cc1cccc2c1N=C(O)C2=O,1,valid
O=C(O)c1ccccc1O,1,valid
Cc1ccc2nc3c(c(N4CCN(c5ccccc5)CC4)c2c1)CCC3,1,valid
Cc1ccc(N2CCN(c3c4c(nc5c(C)cccc35)CCC4)CC2)cc1,1,valid
Cc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,1,valid
CCN(CC)[C@H](C)COC(=O)COc1ccc(Cl)cc1,1,valid
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,1,valid
O=C(c1c2c(nc3ccccc13)CCCC2)N1CCCCC1,1,valid
CCN(CC)C(=O)c1c2c(nc3ccccc13)CCCCC2,1,valid
